UUID,screw_type
1e3c9aca-0d80-47e0-8659-d06e4e521270,SLOT
1e4b0fbd-571b-4ccf-9c30-d4515b3b3d1b,HH
1e560091-6830-4c48-8b0a-e5c0c572ad10,HH
1e575e8b-3e86-41a3-99da-06f71cc9349c,TORX
1e631a89-0562-4de9-87ba-f280fd5bbe3b,SLOT
1e6b918e-57b1-4572-a549-29823351978f,HH
1e6fe410-f1f7-4baf-b212-947b1a777a22,HH
1eabd0aa-96c8-4a0f-a8df-f76761cbb370,HEX
1eb8b0cd-1c0e-48f3-bc9e-5af1f7561a52,TORX
1efe5fa5-3197-4a27-bd34-b25b82253c85,HH
1f0109ab-86f6-4653-a8cb-9f37c60025f3,HEX
1f08bbee-44db-43d7-91b7-d567710657fc,HEX
1f2b02c4-1a94-4615-a2fd-0e13b05d3d70,SLOT
1f33587f-2970-44c2-93cd-715ddcb54ae0,PH
1f489873-c3a2-491e-b625-97510c1fe914,HEX
1f892e4e-27ab-4557-9b12-15594d86a295,HH
1fcc7126-c29e-47b8-8595-e66896f03ec5,HEX
1fd012e7-f5db-40d6-9fb6-18f5dbe6f980,PH
200c6765-0a89-4dd3-938f-199fd037a689,SLOT
2012a937-c9e0-417a-b47d-3d883931cdbd,HEX
202cde7c-f051-401d-83aa-2202ae267806,SLOT
205736d7-b8e6-43c1-b6f2-abc25b0d7724,HH
205fa17f-e867-4cb5-b971-bd2c4590e1b5,HEX
206ec449-5869-4192-9c13-d84616b402e1,HEX
2076b713-3da4-40fe-8083-26a86b60715f,SLOT
208fcae6-30ee-46aa-b138-f911ec4abd3b,SLOT
20a58a2b-8dd6-4013-ad2e-8db24370021c,TORX
20a902bf-48ea-4a64-82ce-6e5e8ae058e3,PH
20ae35b7-eaf1-4fe4-93d2-431872051cad,SLOT
20b3f1c1-0a45-4bd5-a92b-5ba236177d2b,HEX
20d022f8-a216-4b78-8236-28ce2c754a1c,HEX
20da08ea-9061-4496-8a5b-42b81f15029a,HEX
20df4736-32b0-45de-a585-1bd6bebfff58,TORX
20dfb1bf-539a-46f3-a832-48721cb5df52,HEX
20ea3c5b-87c1-40ea-84bd-c7b1b99bbd45,SLOT
210e0fb8-92d5-4659-b77e-571a4aed20e6,SLOT
21124556-50de-4ab9-b4e8-263eb262edee,TORX
21132854-0288-4962-b3a5-7211fee4fcb0,HEX
212d1afd-0834-45f3-9f9c-2186e3e57ef4,TORX
212d9f3e-92b1-4b89-a0d2-7b7acdb260ba,HEX
21303e1a-9ff9-4b29-9c04-88e523f0a3f9,PZ
2144132f-78d1-45c8-8b3c-6817a90fd9eb,PZ
214d4d42-c277-4cc9-8a69-acb8578bff77,SLOT
2184357e-b23f-4f06-8a74-67234c0f0342,HH
218b136e-2583-4f7e-a67e-90ede702fca1,PZ
219164ac-a7ad-4611-a53a-54ee27b30a60,HEX
